Date,Open,High,Low,Close,Volume
2024-01-26,75.202045,75.405381,74.53243,75.0,4322775
2024-01-29,75.126862,75.31132,74.58515,75.038173,7346520
2024-01-30,74.800732,75.388765,74.692817,74.708703,6138918
2024-01-31,74.826919,75.072793,73.965932,74.585609,7547862
2024-02-01,74.407128,75.066039,74.186217,74.678282,5196108
2024-02-02,74.400638,74.896555,73.745488,74.411365,5833471
2024-02-05,74.279945,74.948629,73.385704,73.867713,5741791
2024-02-06,73.693192,73.788102,73.220347,73.469299,3232503
2024-02-07,73.689947,74.087697,73.30885,73.675951,870851
2024-02-08,73.889693,74.445539,73.884716,73.96191,6546020
2024-02-09,74.158471,74.548428,73.829709,74.034522,3416052
2024-02-12,73.746125,74.378775,73.357786,74.124633,4356623
2024-02-13,74.273486,74.518627,73.669418,74.393664,1412060
2024-02-14,74.269781,74.954073,73.969864,74.049888,7957887
2024-02-15,73.908949,74.07923,73.676474,73.763474,770168
2024-02-16,73.552773,73.631839,72.588975,73.309866,6869473
2024-02-19,73.567277,74.264676,72.537096,73.251327,3106040
2024-02-20,73.260125,73.833566,73.149084,73.203583,1578956
2024-02-21,73.173244,73.771746,72.697316,73.319113,2338676
2024-02-22,73.323724,73.433652,72.384751,72.971116,6413778
2024-02-23,73.113062,73.834554,73.054712,73.059081,2369261
2024-02-26,73.076276,73.745368,72.783511,73.050971,4225010
2024-02-27,73.312069,73.441153,72.613655,72.998549,6622594
2024-02-28,73.244119,73.394467,72.672832,73.008459,579059
2024-02-29,73.023592,73.452615,72.809355,73.193194,623877
2024-03-01,73.239912,73.336692,72.342515,72.751603,1108189
2024-03-04,72.783339,73.125138,72.321488,72.840919,980394
2024-03-05,72.787251,73.042314,72.707993,72.840018,3967780
2024-03-06,72.863768,73.102109,72.74432,72.918082,2002982
2024-03-07,72.682531,73.96094,71.966134,73.298785,7965415
2024-03-08,73.4885,73.533273,72.657034,73.029329,7629884
2024-03-11,73.168384,73.358393,72.553405,73.046043,6679173
2024-03-12,72.812571,73.141471,72.370932,72.990313,1762803
2024-03-13,73.245126,73.45048,72.67254,72.988997,7750053
2024-03-14,73.139691,73.22217,73.064408,73.140559,6769420
2024-03-15,73.075758,73.665204,72.582736,73.251356,2274864
2024-03-18,73.396065,73.56775,72.790709,73.199086,6248134
2024-03-19,73.194694,73.976203,72.5501,73.320833,4641904
2024-03-20,73.55758,74.128726,73.119751,73.446404,7786075
2024-03-21,73.338583,73.785822,72.929179,73.493942,4294044
2024-03-22,73.460565,73.671446,72.973714,73.353749,5435176
2024-03-25,73.222115,74.008428,72.959402,73.559643,1879470
2024-03-26,73.265449,73.954779,72.762501,73.547301,6442803
2024-03-27,73.516199,73.878672,72.939091,73.466919,6174838
2024-03-28,73.60803,73.800021,73.295242,73.353145,6866547
2024-03-29,73.634807,73.960694,73.017031,73.240748,4245138
2024-04-01,73.363458,73.988849,72.874123,73.696486,4676784
2024-04-02,73.434327,74.149627,72.999378,73.878034,6796282
2024-04-03,73.720216,74.463406,73.18087,73.883806,7780212
2024-04-04,73.905941,74.096985,73.274203,73.845424,3265513
2024-04-05,73.888027,74.216373,73.266746,73.918726,6389391
2024-04-08,73.803129,74.651712,73.721947,74.005386,5539006
2024-04-09,73.836081,74.755039,73.406761,74.229848,839346
2024-04-10,74.513442,74.802114,73.206298,73.936638,1480462
2024-04-11,73.960205,74.689889,73.829366,73.904874,4088760
2024-04-12,74.08091,74.435951,73.497167,73.833466,7947703
2024-04-15,74.001714,74.646042,73.907232,73.952618,542191
2024-04-16,73.82885,74.17979,73.204509,73.758605,4008443
2024-04-17,73.568992,73.73726,73.12232,73.693251,5276489
2024-04-18,73.487413,73.846268,72.713872,73.351034,2128558
2024-04-19,73.325346,74.33591,72.947756,73.875135,1023185
2024-04-22,73.814598,74.457768,73.742584,73.84889,5422830
2024-04-23,73.632598,74.234112,73.356427,73.836145,4925793
2024-04-24,74.049923,74.651322,73.50595,74.439803,993177
2024-04-25,74.663317,75.026861,74.042864,74.283276,6399203
2024-04-26,74.448843,75.002506,73.660306,73.790503,4750376
2024-04-29,74.07058,74.28919,73.971126,74.213833,985409
2024-04-30,74.43003,75.376284,74.314665,74.637189,1660251
2024-05-01,74.790129,75.206358,74.463099,74.969311,7038181
2024-05-02,74.795484,75.708881,74.226398,75.208426,4825933
2024-05-03,75.432425,75.811686,74.936619,75.63124,7569120
2024-05-06,75.379195,75.675545,74.863603,75.375719,4405245
2024-05-07,75.20968,75.30909,74.513337,74.848828,4650908
2024-05-08,74.991882,75.210263,74.13617,74.746639,7734768
2024-05-09,74.733446,75.237202,74.266028,75.080542,4442893
2024-05-10,75.237121,75.828163,74.66139,75.204862,1204684
2024-05-13,75.470997,75.566969,74.951964,75.168066,6717762
2024-05-14,75.437718,75.876776,74.55343,75.296567,7476860
2024-05-15,75.47745,75.67989,75.287689,75.58355,1135399
2024-05-16,75.739352,75.985657,74.962187,75.645415,7922565
2024-05-17,75.501083,75.780872,75.177316,75.713497,1561385
2024-05-20,75.810575,76.04178,75.574364,75.941583,3827086
2024-05-21,76.16814,76.892275,75.289307,75.971756,4950120
2024-05-22,75.755631,76.23781,75.227795,75.823,5387271
2024-05-23,75.761874,76.221642,74.994888,75.615598,3546861
2024-05-24,75.343401,76.121898,75.229857,75.580544,3007165
2024-05-27,75.845457,76.594097,74.923355,75.555677,809926
2024-05-28,75.564504,76.166075,75.288787,75.811868,6658531
2024-05-29,76.08028,76.536464,75.954586,76.003913,3665753
2024-05-30,75.927174,76.33505,75.819626,76.033847,5421446
2024-05-31,75.829135,76.596055,75.257254,76.074601,4845832
2024-06-03,76.111439,76.514691,75.963525,76.40633,4494122
2024-06-04,76.699058,77.416832,76.492479,76.547176,6478479
2024-06-05,76.580385,77.453089,75.84688,76.82989,7175979
2024-06-06,76.750831,76.817145,76.346594,76.76808,7480874
2024-06-07,76.532824,77.246994,75.945116,76.936057,6887864
2024-06-10,76.831793,77.479579,76.105012,76.951138,6247178
2024-06-11,76.711074,77.15514,76.409988,76.78021,3779442
2024-06-12,76.609669,76.881594,76.230896,76.40028,6210525
2024-06-13,76.381705,76.937246,75.938923,76.48271,602310
2024-06-14,76.535883,76.962062,76.532263,76.752099,6192167
2024-06-17,77.035733,77.735149,76.914132,77.055015,6008962
2024-06-18,77.073811,77.539145,76.898271,77.132271,4444809
2024-06-19,76.831572,77.211356,76.352372,77.151988,5782782
2024-06-20,76.925933,77.603227,76.387069,76.875545,502345
2024-06-21,77.143212,77.779072,76.921297,76.923222,5162822
2024-06-24,76.701171,76.975881,76.333933,76.759486,4204961
2024-06-25,77.029407,77.070701,75.989345,76.631048,7329780
2024-06-26,76.92572,77.021446,75.891699,76.404878,2735067
2024-06-27,76.406591,76.801303,76.182188,76.339176,1935155
2024-06-28,76.441396,76.898484,76.230194,76.291251,6005814
2024-07-01,76.062831,76.589294,75.62492,75.980236,6053043
2024-07-02,75.89681,76.449735,75.617159,76.084077,6010586
2024-07-03,75.892054,76.607176,75.435137,76.123,7625509
2024-07-04,75.930626,76.76112,75.80791,76.435479,1449102
2024-07-05,76.356205,77.341515,75.656716,76.693198,3653747
2024-07-08,76.802647,77.453571,76.513578,76.732939,4024628
2024-07-09,76.969852,77.127148,76.304035,77.067693,575422
2024-07-10,76.778156,77.384421,76.028755,76.950077,7268983
2024-07-11,77.027075,77.109139,75.765618,76.470134,7318890
2024-07-12,76.277253,77.025558,75.803824,76.460036,2860315
2024-07-15,76.537357,76.961111,76.20793,76.369136,6514531
2024-07-16,76.112392,76.180199,75.577987,76.109262,4487932
2024-07-17,76.105824,76.18432,75.731089,75.773415,5823504
2024-07-18,75.618685,76.168026,75.615275,76.125802,3930361
2024-07-19,76.415898,77.048702,75.391577,75.879965,1848077
2024-07-22,75.795287,76.240279,75.113222,75.780002,1439926
2024-07-23,75.930025,76.673043,75.680338,75.693732,2947630
2024-07-24,75.453232,76.369181,75.349726,75.801686,1624958
2024-07-25,75.569568,76.620566,74.952154,75.928935,6809139
2024-07-26,76.032998,76.544326,75.548918,76.240645,5120011
2024-07-29,76.106766,76.153793,75.835474,75.847199,2197987
2024-07-30,75.685935,76.143547,75.127095,75.76011,7038227
2024-07-31,75.629774,76.330035,74.88093,75.545877,7588730
2024-08-01,75.312115,76.002053,74.866156,75.628228,6219888
2024-08-02,75.692201,76.301739,74.931875,75.46664,509198
2024-08-05,75.725809,75.98981,75.363981,75.413675,7237925
2024-08-06,75.578433,76.506139,74.977395,75.750605,2164813
2024-08-07,75.866115,76.426069,75.122871,75.67826,3903167
2024-08-08,75.403134,76.040427,74.732639,75.600028,7720852
2024-08-09,75.703294,75.916621,75.541038,75.872176,7665661
2024-08-12,75.961098,76.891297,75.498325,76.198306,2464928
2024-08-13,76.416978,77.025953,75.503572,75.712587,927579
2024-08-14,75.744851,75.964037,75.026933,75.570037,875310
2024-08-15,75.696527,75.808587,74.998928,75.116341,2253946
2024-08-16,74.865335,75.706333,74.760471,75.203856,5944838
2024-08-19,75.406612,75.91874,74.589346,75.000262,2101770
2024-08-20,74.727173,75.516243,74.581461,74.779342,2902719
2024-08-21,74.697319,75.325333,74.213776,74.918081,7680120
2024-08-22,74.973678,75.438496,74.615867,75.226257,6878660
2024-08-23,75.051451,75.810789,74.643005,75.336792,2781772
2024-08-26,75.441883,75.717829,74.768541,74.951318,6170211
2024-08-27,74.847826,75.481298,74.773913,74.82603,7424927
2024-08-28,74.862683,75.52833,73.949015,74.488413,4827865
2024-08-29,74.630434,75.239864,74.211124,75.043991,1825643
2024-08-30,74.944868,75.046279,74.29135,75.030576,6868271
2024-09-02,74.843731,75.469721,74.646249,74.729721,7929686
2024-09-03,75.008684,75.731886,74.670601,74.815243,3059265
2024-09-04,74.677256,75.782835,74.593502,75.369779,2996686
2024-09-05,75.538727,75.746649,75.207906,75.241842,2631197
2024-09-06,74.955418,74.965115,74.903068,74.94397,5728811
2024-09-09,75.119429,75.687367,74.896444,75.006847,7942538
2024-09-10,75.18486,75.587174,74.826042,75.162882,4751109
2024-09-11,74.928002,75.417263,74.611376,75.347119,5292461
2024-09-12,75.533239,75.928283,75.333454,75.858542,2888370
2024-09-13,75.809214,75.910919,74.836168,75.520203,3098667
2024-09-16,75.717144,75.87423,75.38893,75.658715,1038210
2024-09-17,75.814221,75.879358,74.958058,75.511488,642466
2024-09-18,75.311469,75.325845,74.51249,75.114964,7182782
2024-09-19,75.214554,75.341897,74.569213,75.085129,1339132
2024-09-20,74.897196,75.843639,74.743784,75.24798,5224399
2024-09-23,75.051979,75.940673,74.332847,75.383712,4912488
2024-09-24,75.402179,75.457709,75.254146,75.36218,6197193
2024-09-25,75.351306,75.71615,75.211943,75.609587,4552876
2024-09-26,75.812233,76.399963,75.423047,75.617932,4665903
2024-09-27,75.489095,76.157949,75.20991,75.826571,1986965
2024-09-30,75.978084,76.493729,75.200882,75.862373,7761794
2024-10-01,75.750571,76.052967,75.172866,75.896099,3751943
2024-10-02,75.832157,76.31493,75.228471,75.662679,4600304
